aquifer_code,well_name,longitude,latitude,analyte,abundance
aquifer_a,Alewa_Heights_Spring,NA,NA,SiO2,11
aquifer_a,Alewa_Heights_Spring,NA,NA,Cl,20
aquifer_a,Alewa_Heights_Spring,NA,NA,Mg,7.6
aquifer_a,Alewa_Heights_Spring,NA,NA,Na,14
aquifer_a,Alewa_Heights_Spring,NA,NA,K,0.6
aquifer_a,Alewa_Heights_Spring,NA,NA,SO4,7
aquifer_a,Alewa_Heights_Spring,NA,NA,HCO3,51
aquifer_a,Alewa_Heights_Spring,NA,NA,dissolved_solids,118
aquifer_a,Alewa_Heights_Spring,NA,NA,Ca,6.3
aquifer_a,Beretania_High_Service,NA,NA,SiO2,30
aquifer_a,Beretania_High_Service,NA,NA,Cl,70
aquifer_a,Beretania_High_Service,NA,NA,Mg,12
aquifer_a,Beretania_High_Service,NA,NA,Na,39
aquifer_a,Beretania_High_Service,NA,NA,K,3.1
aquifer_a,Beretania_High_Service,NA,NA,SO4,9.5
aquifer_a,Beretania_High_Service,NA,NA,HCO3,68
aquifer_a,Beretania_High_Service,NA,NA,dissolved_solids,247
aquifer_a,Beretania_High_Service,NA,NA,Ca,12
aquifer_a,Beretania_Low_Service,NA,NA,SiO2,36
aquifer_a,Beretania_Low_Service,NA,NA,Cl,70
aquifer_a,Beretania_Low_Service,NA,NA,Mg,13
aquifer_a,Beretania_Low_Service,NA,NA,Na,41
aquifer_a,Beretania_Low_Service,NA,NA,K,3.6
aquifer_a,Beretania_Low_Service,NA,NA,SO4,11
aquifer_a,Beretania_Low_Service,NA,NA,HCO3,78
aquifer_a,Beretania_Low_Service,NA,NA,dissolved_solids,267
aquifer_a,Beretania_Low_Service,NA,NA,Ca,12
aquifer_a,Kuliouou_Well,-157.717,21.3,SiO2,49
aquifer_a,Kuliouou_Well,-157.717,21.3,Cl,94
aquifer_a,Kuliouou_Well,-157.717,21.3,Mg,16
aquifer_a,Kuliouou_Well,-157.717,21.3,Na,47
aquifer_a,Kuliouou_Well,-157.717,21.3,K,3.9
aquifer_a,Kuliouou_Well,-157.717,21.3,SO4,12
aquifer_a,Kuliouou_Well,-157.717,21.3,HCO3,81
aquifer_a,Kuliouou_Well,-157.717,21.3,dissolved_solids,321
aquifer_a,Kuliouou_Well,-157.717,21.3,Ca,16
aquifer_a,Manoa_Well_II,-157.8,21.317,SiO2,21
aquifer_a,Manoa_Well_II,-157.8,21.317,Cl,14
aquifer_a,Manoa_Well_II,-157.8,21.317,Mg,5.7
aquifer_a,Manoa_Well_II,-157.8,21.317,Na,10
aquifer_a,Manoa_Well_II,-157.8,21.317,K,0.6
aquifer_a,Manoa_Well_II,-157.8,21.317,SO4,2.3
aquifer_a,Manoa_Well_II,-157.8,21.317,HCO3,49
aquifer_a,Manoa_Well_II,-157.8,21.317,dissolved_solids,111
aquifer_a,Manoa_Well_II,-157.8,21.317,Ca,6.9
aquifer_a,Moanalua_Wells_Pump_1,-157.883,21.35,SiO2,34
aquifer_a,Moanalua_Wells_Pump_1,-157.883,21.35,Cl,92
aquifer_a,Moanalua_Wells_Pump_1,-157.883,21.35,Mg,16
aquifer_a,Moanalua_Wells_Pump_1,-157.883,21.35,Na,44
aquifer_a,Moanalua_Wells_Pump_1,-157.883,21.35,K,2.9
aquifer_a,Moanalua_Wells_Pump_1,-157.883,21.35,SO4,16
aquifer_a,Moanalua_Wells_Pump_1,-157.883,21.35,HCO3,76
aquifer_a,Moanalua_Wells_Pump_1,-157.883,21.35,dissolved_solids,302
aquifer_a,Moanalua_Wells_Pump_1,-157.883,21.35,Ca,18
aquifer_a,Moanalua_Wells_Pump_2,-157.883,21.35,SiO2,32
aquifer_a,Moanalua_Wells_Pump_2,-157.883,21.35,Cl,85
aquifer_a,Moanalua_Wells_Pump_2,-157.883,21.35,Mg,15
aquifer_a,Moanalua_Wells_Pump_2,-157.883,21.35,Na,33
aquifer_a,Moanalua_Wells_Pump_2,-157.883,21.35,K,2.8
aquifer_a,Moanalua_Wells_Pump_2,-157.883,21.35,SO4,15
aquifer_a,Moanalua_Wells_Pump_2,-157.883,21.35,HCO3,54
aquifer_a,Moanalua_Wells_Pump_2,-157.883,21.35,dissolved_solids,258
aquifer_a,Moanalua_Wells_Pump_2,-157.883,21.35,Ca,18
aquifer_a,Moanalua_Wells_Pump_3,-157.883,21.35,SiO2,33
aquifer_a,Moanalua_Wells_Pump_3,-157.883,21.35,Cl,136
aquifer_a,Moanalua_Wells_Pump_3,-157.883,21.35,Mg,23
aquifer_a,Moanalua_Wells_Pump_3,-157.883,21.35,Na,43
aquifer_a,Moanalua_Wells_Pump_3,-157.883,21.35,K,3.4
aquifer_a,Moanalua_Wells_Pump_3,-157.883,21.35,SO4,19
aquifer_a,Moanalua_Wells_Pump_3,-157.883,21.35,HCO3,55
aquifer_a,Moanalua_Wells_Pump_3,-157.883,21.35,dissolved_solids,340
aquifer_a,Moanalua_Wells_Pump_3,-157.883,21.35,Ca,26
aquifer_a,Nuuanu_Aerator_Well,-157.817,21.35,SiO2,21
aquifer_a,Nuuanu_Aerator_Well,-157.817,21.35,Cl,16
aquifer_a,Nuuanu_Aerator_Well,-157.817,21.35,Mg,10
aquifer_a,Nuuanu_Aerator_Well,-157.817,21.35,Na,17
aquifer_a,Nuuanu_Aerator_Well,-157.817,21.35,K,0.4
aquifer_a,Nuuanu_Aerator_Well,-157.817,21.35,SO4,3.9
aquifer_a,Nuuanu_Aerator_Well,-157.817,21.35,HCO3,88
aquifer_a,Nuuanu_Aerator_Well,-157.817,21.35,dissolved_solids,166
aquifer_a,Nuuanu_Aerator_Well,-157.817,21.35,Ca,8.4
aquifer_a,Palolo_Tunnel,-157.767,21.317,SiO2,16
aquifer_a,Palolo_Tunnel,-157.767,21.317,Cl,12
aquifer_a,Palolo_Tunnel,-157.767,21.317,Mg,4.7
aquifer_a,Palolo_Tunnel,-157.767,21.317,Na,13
aquifer_a,Palolo_Tunnel,-157.767,21.317,K,0.7
aquifer_a,Palolo_Tunnel,-157.767,21.317,SO4,4
aquifer_a,Palolo_Tunnel,-157.767,21.317,HCO3,54
aquifer_a,Palolo_Tunnel,-157.767,21.317,dissolved_solids,99
aquifer_a,Palolo_Tunnel,-157.767,21.317,Ca,6.8
aquifer_a,Palolo_Well,-157.783,21.3,SiO2,34
aquifer_a,Palolo_Well,-157.783,21.3,Cl,23
aquifer_a,Palolo_Well,-157.783,21.3,Mg,9.5
aquifer_a,Palolo_Well,-157.783,21.3,Na,21
aquifer_a,Palolo_Well,-157.783,21.3,K,1.3
aquifer_a,Palolo_Well,-157.783,21.3,SO4,4.4
aquifer_a,Palolo_Well,-157.783,21.3,HCO3,90
aquifer_a,Palolo_Well,-157.783,21.3,dissolved_solids,197
aquifer_a,Palolo_Well,-157.783,21.3,Ca,11
aquifer_a,Wilder_Well,-157.817,21.3,SiO2,34
aquifer_a,Wilder_Well,-157.817,21.3,Cl,56
aquifer_a,Wilder_Well,-157.817,21.3,Mg,6.3
aquifer_a,Wilder_Well,-157.817,21.3,Na,51
aquifer_a,Wilder_Well,-157.817,21.3,K,4.6
aquifer_a,Wilder_Well,-157.817,21.3,SO4,9.2
aquifer_a,Wilder_Well,-157.817,21.3,HCO3,78
aquifer_a,Wilder_Well,-157.817,21.3,dissolved_solids,246
aquifer_a,Wilder_Well,-157.817,21.3,Ca,4.4
aquifer_b,Kamaile_Well,-158.2,21.45,SiO2,74
aquifer_b,Kamaile_Well,-158.2,21.45,Cl,83
aquifer_b,Kamaile_Well,-158.2,21.45,Mg,30
aquifer_b,Kamaile_Well,-158.2,21.45,Na,50
aquifer_b,Kamaile_Well,-158.2,21.45,K,3.7
aquifer_b,Kamaile_Well,-158.2,21.45,SO4,14
aquifer_b,Kamaile_Well,-158.2,21.45,HCO3,171
aquifer_b,Kamaile_Well,-158.2,21.45,dissolved_solids,451
aquifer_b,Kamaile_Well,-158.2,21.45,Ca,17
aquifer_b,Kamaile_Well_lookup,-158.2,21.45,SiO2,75
aquifer_b,Kamaile_Well_lookup,-158.2,21.45,Cl,97
aquifer_b,Kamaile_Well_lookup,-158.2,21.45,Mg,30
aquifer_b,Kamaile_Well_lookup,-158.2,21.45,Na,55
aquifer_b,Kamaile_Well_lookup,-158.2,21.45,K,4.1
aquifer_b,Kamaile_Well_lookup,-158.2,21.45,SO4,16
aquifer_b,Kamaile_Well_lookup,-158.2,21.45,HCO3,183
aquifer_b,Kamaile_Well_lookup,-158.2,21.45,dissolved_solids,492
aquifer_b,Kamaile_Well_lookup,-158.2,21.45,Ca,19
aquifer_b,Makaha_Well,-158.2,21.483,SiO2,56
aquifer_b,Makaha_Well,-158.2,21.483,Cl,91
aquifer_b,Makaha_Well,-158.2,21.483,Mg,30
aquifer_b,Makaha_Well,-158.2,21.483,Na,34
aquifer_b,Makaha_Well,-158.2,21.483,K,3.5
aquifer_b,Makaha_Well,-158.2,21.483,SO4,15
aquifer_b,Makaha_Well,-158.2,21.483,HCO3,153
aquifer_b,Makaha_Well,-158.2,21.483,dissolved_solids,420
aquifer_b,Makaha_Well,-158.2,21.483,Ca,30
aquifer_b,Makaha_Shaft_#1,-158.2,21.467,SiO2,71
aquifer_b,Makaha_Shaft_#1,-158.2,21.467,Cl,100
aquifer_b,Makaha_Shaft_#1,-158.2,21.467,Mg,33.2
aquifer_b,Makaha_Shaft_#1,-158.2,21.467,Na,46
aquifer_b,Makaha_Shaft_#1,-158.2,21.467,K,4
aquifer_b,Makaha_Shaft_#1,-158.2,21.467,SO4,14.3
aquifer_b,Makaha_Shaft_#1,-158.2,21.467,HCO3,157
aquifer_b,Makaha_Shaft_#1,-158.2,21.467,dissolved_solids,452
aquifer_b,Makaha_Shaft_#1,-158.2,21.467,Ca,19.4
aquifer_b,Makaha_Well,-158.183,21.483,SiO2,56
aquifer_b,Makaha_Well,-158.183,21.483,Cl,91
aquifer_b,Makaha_Well,-158.183,21.483,Mg,30
aquifer_b,Makaha_Well,-158.183,21.483,Na,34
aquifer_b,Makaha_Well,-158.183,21.483,K,3.5
aquifer_b,Makaha_Well,-158.183,21.483,SO4,15
aquifer_b,Makaha_Well,-158.183,21.483,HCO3,153
aquifer_b,Makaha_Well,-158.183,21.483,dissolved_solids,420
aquifer_b,Makaha_Well,-158.183,21.483,Ca,30
aquifer_b,Makaha_VI,-158.183,21.483,SiO2,40
aquifer_b,Makaha_VI,-158.183,21.483,Cl,64
aquifer_b,Makaha_VI,-158.183,21.483,Mg,21
aquifer_b,Makaha_VI,-158.183,21.483,Na,37
aquifer_b,Makaha_VI,-158.183,21.483,K,3.8
aquifer_b,Makaha_VI,-158.183,21.483,SO4,11
aquifer_b,Makaha_VI,-158.183,21.483,HCO3,129
aquifer_b,Makaha_VI,-158.183,21.483,dissolved_solids,330
aquifer_b,Makaha_VI,-158.183,21.483,Ca,17
aquifer_c,Haleiwa_Wells_Pump_1,-158.083,21.567,SiO2,51
aquifer_c,Haleiwa_Wells_Pump_1,-158.083,21.567,Cl,46
aquifer_c,Haleiwa_Wells_Pump_1,-158.083,21.567,Mg,8.2
aquifer_c,Haleiwa_Wells_Pump_1,-158.083,21.567,Na,53
aquifer_c,Haleiwa_Wells_Pump_1,-158.083,21.567,K,2.9
aquifer_c,Haleiwa_Wells_Pump_1,-158.083,21.567,SO4,17
aquifer_c,Haleiwa_Wells_Pump_1,-158.083,21.567,HCO3,89
aquifer_c,Haleiwa_Wells_Pump_1,-158.083,21.567,dissolved_solids,288
aquifer_c,Haleiwa_Wells_Pump_1,-158.083,21.567,Ca,6.1
aquifer_c,Haleiwa_Wells_Pump_2,-158.083,21.567,SiO2,49
aquifer_c,Haleiwa_Wells_Pump_2,-158.083,21.567,Cl,46
aquifer_c,Haleiwa_Wells_Pump_2,-158.083,21.567,Mg,8.3
aquifer_c,Haleiwa_Wells_Pump_2,-158.083,21.567,Na,49
aquifer_c,Haleiwa_Wells_Pump_2,-158.083,21.567,K,2.8
aquifer_c,Haleiwa_Wells_Pump_2,-158.083,21.567,SO4,16
aquifer_c,Haleiwa_Wells_Pump_2,-158.083,21.567,HCO3,88
aquifer_c,Haleiwa_Wells_Pump_2,-158.083,21.567,dissolved_solids,283
aquifer_c,Haleiwa_Wells_Pump_2,-158.083,21.567,Ca,8.6
aquifer_c,Sunset_Beach_Well,-158.033,21.667,SiO2,58
aquifer_c,Sunset_Beach_Well,-158.033,21.667,Cl,148
aquifer_c,Sunset_Beach_Well,-158.033,21.667,Mg,18.1
aquifer_c,Sunset_Beach_Well,-158.033,21.667,Na,90
aquifer_c,Sunset_Beach_Well,-158.033,21.667,K,2.4
aquifer_c,Sunset_Beach_Well,-158.033,21.667,SO4,32.2
aquifer_c,Sunset_Beach_Well,-158.033,21.667,HCO3,73
aquifer_c,Sunset_Beach_Well,-158.033,21.667,dissolved_solids,438
aquifer_c,Sunset_Beach_Well,-158.033,21.667,Ca,13.2
aquifer_d,Waimanlo,-157.717,21.333,SiO2,22
aquifer_d,Waimanlo,-157.717,21.333,Cl,24
aquifer_d,Waimanlo,-157.717,21.333,Mg,2.8
aquifer_d,Waimanlo,-157.717,21.333,Na,28
aquifer_d,Waimanlo,-157.717,21.333,K,1.1
aquifer_d,Waimanlo,-157.717,21.333,SO4,22
aquifer_d,Waimanlo,-157.717,21.333,HCO3,84
aquifer_d,Waimanlo,-157.717,21.333,dissolved_solids,7.3
aquifer_d,Waimanlo,-157.717,21.333,Ca,14
aquifer_d,Kahana_Wells_Pump1,-157.883,21.55,SiO2,31
aquifer_d,Kahana_Wells_Pump1,-157.883,21.55,Cl,26
aquifer_d,Kahana_Wells_Pump1,-157.883,21.55,Mg,8.8
aquifer_d,Kahana_Wells_Pump1,-157.883,21.55,Na,21
aquifer_d,Kahana_Wells_Pump1,-157.883,21.55,K,1.8
aquifer_d,Kahana_Wells_Pump1,-157.883,21.55,SO4,6.9
aquifer_d,Kahana_Wells_Pump1,-157.883,21.55,HCO3,90
aquifer_d,Kahana_Wells_Pump1,-157.883,21.55,dissolved_solids,201
aquifer_d,Kahana_Wells_Pump1,-157.883,21.55,Ca,14
aquifer_d,Haiku_Tunnel,NA,NA,SiO2,21
aquifer_d,Haiku_Tunnel,NA,NA,Cl,15
aquifer_d,Haiku_Tunnel,NA,NA,Mg,3.9
aquifer_d,Haiku_Tunnel,NA,NA,Na,11
aquifer_d,Haiku_Tunnel,NA,NA,K,0.8
aquifer_d,Haiku_Tunnel,NA,NA,SO4,2.5
aquifer_d,Haiku_Tunnel,NA,NA,HCO3,39.5
aquifer_d,Haiku_Tunnel,NA,NA,dissolved_solids,100
aquifer_d,Haiku_Tunnel,NA,NA,Ca,6.2
aquifer_d,Haiku_Well,-157.833,21.4,SiO2,28
aquifer_d,Haiku_Well,-157.833,21.4,Cl,14
aquifer_d,Haiku_Well,-157.833,21.4,Mg,4.6
aquifer_d,Haiku_Well,-157.833,21.4,Na,11
aquifer_d,Haiku_Well,-157.833,21.4,K,1
aquifer_d,Haiku_Well,-157.833,21.4,SO4,3.2
aquifer_d,Haiku_Well,-157.833,21.4,HCO3,46
aquifer_d,Haiku_Well,-157.833,21.4,dissolved_solids,116
aquifer_d,Haiku_Well,-157.833,21.4,Ca,6.8
aquifer_d,Hauula_Well,-157.917,21.6,SiO2,34
aquifer_d,Hauula_Well,-157.917,21.6,Cl,36
aquifer_d,Hauula_Well,-157.917,21.6,Mg,7.6
aquifer_d,Hauula_Well,-157.917,21.6,Na,25
aquifer_d,Hauula_Well,-157.917,21.6,K,1.2
aquifer_d,Hauula_Well,-157.917,21.6,SO4,4.9
aquifer_d,Hauula_Well,-157.917,21.6,HCO3,70
aquifer_d,Hauula_Well,-157.917,21.6,dissolved_solids,190
aquifer_d,Hauula_Well,-157.917,21.6,Ca,10.6
aquifer_d,Iolekaa_Well,-157.817,21.417,SiO2,38
aquifer_d,Iolekaa_Well,-157.817,21.417,Cl,16
aquifer_d,Iolekaa_Well,-157.817,21.417,Mg,6.5
aquifer_d,Iolekaa_Well,-157.817,21.417,Na,15
aquifer_d,Iolekaa_Well,-157.817,21.417,K,0.9
aquifer_d,Iolekaa_Well,-157.817,21.417,SO4,4.1
aquifer_d,Iolekaa_Well,-157.817,21.417,HCO3,66
aquifer_d,Iolekaa_Well,-157.817,21.417,dissolved_solids,156
aquifer_d,Iolekaa_Well,-157.817,21.417,Ca,8.5
aquifer_d,Kahaluu_Well,-157.85,21.433,SiO2,31
aquifer_d,Kahaluu_Well,-157.85,21.433,Cl,21
aquifer_d,Kahaluu_Well,-157.85,21.433,Mg,7.5
aquifer_d,Kahaluu_Well,-157.85,21.433,Na,16
aquifer_d,Kahaluu_Well,-157.85,21.433,K,1.4
aquifer_d,Kahaluu_Well,-157.85,21.433,SO4,4.2
aquifer_d,Kahaluu_Well,-157.85,21.433,HCO3,74
aquifer_d,Kahaluu_Well,-157.85,21.433,dissolved_solids,167
aquifer_d,Kahaluu_Well,-157.85,21.433,Ca,11
aquifer_d,Kahuku_Well_No._1,-157.95,21.667,SiO2,46
aquifer_d,Kahuku_Well_No._1,-157.95,21.667,Cl,36
aquifer_d,Kahuku_Well_No._1,-157.95,21.667,Mg,7.5
aquifer_d,Kahuku_Well_No._1,-157.95,21.667,Na,31
aquifer_d,Kahuku_Well_No._1,-157.95,21.667,K,0.8
aquifer_d,Kahuku_Well_No._1,-157.95,21.667,SO4,7
aquifer_d,Kahuku_Well_No._1,-157.95,21.667,HCO3,70
aquifer_d,Kahuku_Well_No._1,-157.95,21.667,dissolved_solids,213
aquifer_d,Kahuku_Well_No._1,-157.95,21.667,Ca,8.6
aquifer_d,Kahuku_Well_No._2,-157.95,21.667,SiO2,45
aquifer_d,Kahuku_Well_No._2,-157.95,21.667,Cl,59
aquifer_d,Kahuku_Well_No._2,-157.95,21.667,Mg,11
aquifer_d,Kahuku_Well_No._2,-157.95,21.667,Na,43
aquifer_d,Kahuku_Well_No._2,-157.95,21.667,K,1
aquifer_d,Kahuku_Well_No._2,-157.95,21.667,SO4,9.3
aquifer_d,Kahuku_Well_No._2,-157.95,21.667,HCO3,78
aquifer_d,Kahuku_Well_No._2,-157.95,21.667,dissolved_solids,269
aquifer_d,Kahuku_Well_No._2,-157.95,21.667,Ca,11
aquifer_d,Kaipapau_Well,-157.917,21.6,SiO2,26
aquifer_d,Kaipapau_Well,-157.917,21.6,Cl,24
aquifer_d,Kaipapau_Well,-157.917,21.6,Mg,7.8
aquifer_d,Kaipapau_Well,-157.917,21.6,Na,20
aquifer_d,Kaipapau_Well,-157.917,21.6,K,1.1
aquifer_d,Kaipapau_Well,-157.917,21.6,SO4,4.8
aquifer_d,Kaipapau_Well,-157.917,21.6,HCO3,82
aquifer_d,Kaipapau_Well,-157.917,21.6,dissolved_solids,178
aquifer_d,Kaipapau_Well,-157.917,21.6,Ca,12
aquifer_d,Kaluanui_Expl._Well,-157.9,21.583,SiO2,33
aquifer_d,Kaluanui_Expl._Well,-157.9,21.583,Cl,29
aquifer_d,Kaluanui_Expl._Well,-157.9,21.583,Mg,7
aquifer_d,Kaluanui_Expl._Well,-157.9,21.583,Na,19
aquifer_d,Kaluanui_Expl._Well,-157.9,21.583,K,1.2
aquifer_d,Kaluanui_Expl._Well,-157.9,21.583,SO4,4.7
aquifer_d,Kaluanui_Expl._Well,-157.9,21.583,HCO3,68
aquifer_d,Kaluanui_Expl._Well,-157.9,21.583,dissolved_solids,174
aquifer_d,Kaluanui_Expl._Well,-157.9,21.583,Ca,11
aquifer_d,Kuou_III,-157.8,21.383,SiO2,25
aquifer_d,Kuou_III,-157.8,21.383,Cl,16
aquifer_d,Kuou_III,-157.8,21.383,Mg,6.4
aquifer_d,Kuou_III,-157.8,21.383,Na,29
aquifer_d,Kuou_III,-157.8,21.383,K,1.1
aquifer_d,Kuou_III,-157.8,21.383,SO4,5.8
aquifer_d,Kuou_III,-157.8,21.383,HCO3,115
aquifer_d,Kuou_III,-157.8,21.383,dissolved_solids,212.17
aquifer_d,Kuou_III,-157.8,21.383,Ca,14
aquifer_d,Luluku_Exp._Well,-157.817,21.383,SiO2,25
aquifer_d,Luluku_Exp._Well,-157.817,21.383,Cl,18
aquifer_d,Luluku_Exp._Well,-157.817,21.383,Mg,6.6
aquifer_d,Luluku_Exp._Well,-157.817,21.383,Na,14
aquifer_d,Luluku_Exp._Well,-157.817,21.383,K,1.1
aquifer_d,Luluku_Exp._Well,-157.817,21.383,SO4,3.7
aquifer_d,Luluku_Exp._Well,-157.817,21.383,HCO3,68
aquifer_d,Luluku_Exp._Well,-157.817,21.383,dissolved_solids,149
aquifer_d,Luluku_Exp._Well,-157.817,21.383,Ca,11
aquifer_d,Maakua_1,-157.917,21.6,SiO2,28
aquifer_d,Maakua_1,-157.917,21.6,Cl,30
aquifer_d,Maakua_1,-157.917,21.6,Mg,7.8
aquifer_d,Maakua_1,-157.917,21.6,Na,23
aquifer_d,Maakua_1,-157.917,21.6,K,1.4
aquifer_d,Maakua_1,-157.917,21.6,SO4,5.3
aquifer_d,Maakua_1,-157.917,21.6,HCO3,73
aquifer_d,Maakua_1,-157.917,21.6,dissolved_solids,179
aquifer_d,Maakua_1,-157.917,21.6,Ca,9.9
aquifer_d,Punaluu_I,-157.883,21.583,SiO2,30
aquifer_d,Punaluu_I,-157.883,21.583,Cl,36
aquifer_d,Punaluu_I,-157.883,21.583,Mg,6.5
aquifer_d,Punaluu_I,-157.883,21.583,Na,22
aquifer_d,Punaluu_I,-157.883,21.583,K,1.2
aquifer_d,Punaluu_I,-157.883,21.583,SO4,4.9
aquifer_d,Punaluu_I,-157.883,21.583,HCO3,55
aquifer_d,Punaluu_I,-157.883,21.583,dissolved_solids,167
aquifer_d,Punaluu_I,-157.883,21.583,Ca,10.3
aquifer_d,Punaluu_II,-157.883,21.583,SiO2,45
aquifer_d,Punaluu_II,-157.883,21.583,Cl,27
aquifer_d,Punaluu_II,-157.883,21.583,Mg,7
aquifer_d,Punaluu_II,-157.883,21.583,Na,23
aquifer_d,Punaluu_II,-157.883,21.583,K,1.5
aquifer_d,Punaluu_II,-157.883,21.583,SO4,4.7
aquifer_d,Punaluu_II,-157.883,21.583,HCO3,73
aquifer_d,Punaluu_II,-157.883,21.583,dissolved_solids,191
aquifer_d,Punaluu_II,-157.883,21.583,Ca,9.5
aquifer_d,Punaluu_II,-157.883,21.567,SiO2,27
aquifer_d,Punaluu_II,-157.883,21.567,Cl,42
aquifer_d,Punaluu_II,-157.883,21.567,Mg,8.5
aquifer_d,Punaluu_II,-157.883,21.567,Na,20
aquifer_d,Punaluu_II,-157.883,21.567,K,1.3
aquifer_d,Punaluu_II,-157.883,21.567,SO4,6.1
aquifer_d,Punaluu_II,-157.883,21.567,HCO3,49
aquifer_d,Punaluu_II,-157.883,21.567,dissolved_solids,166
aquifer_d,Punaluu_II,-157.883,21.567,Ca,11
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,SiO2,55
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,Cl,18
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,Mg,7.9
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,Na,19
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,K,1.6
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,SO4,8.7
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,HCO3,73
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,dissolved_solids,199
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,Ca,10
aquifer_e,Wahiawa_Well,-158.033,21.483,SiO2,72
aquifer_e,Wahiawa_Well,-158.033,21.483,Cl,18
aquifer_e,Wahiawa_Well,-158.033,21.483,Mg,7.2
aquifer_e,Wahiawa_Well,-158.033,21.483,Na,18
aquifer_e,Wahiawa_Well,-158.033,21.483,K,1.4
aquifer_e,Wahiawa_Well,-158.033,21.483,SO4,9.4
aquifer_e,Wahiawa_Well,-158.033,21.483,HCO3,61
aquifer_e,Wahiawa_Well,-158.033,21.483,dissolved_solids,202
aquifer_e,Wahiawa_Well,-158.033,21.483,Ca,8.7
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,SiO2,55
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,Cl,18
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,Mg,7.9
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,Na,19
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,K,1.6
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,SO4,18
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,HCO3,73
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,dissolved_solids,199
aquifer_e,Wahiawa_II_Well_2,-158.033,21.483,Ca,10
aquifer_e,Wahiawa_Well_#4(New_no._2),-158.017,21.483,SiO2,72
aquifer_e,Wahiawa_Well_#4(New_no._2),-158.017,21.483,Cl,21
aquifer_e,Wahiawa_Well_#4(New_no._2),-158.017,21.483,Mg,8.3
aquifer_e,Wahiawa_Well_#4(New_no._2),-158.017,21.483,Na,15
aquifer_e,Wahiawa_Well_#4(New_no._2),-158.017,21.483,K,1.3
aquifer_e,Wahiawa_Well_#4(New_no._2),-158.017,21.483,SO4,4.9
aquifer_e,Wahiawa_Well_#4(New_no._2),-158.017,21.483,HCO3,63
aquifer_e,Wahiawa_Well_#4(New_no._2),-158.017,21.483,dissolved_solids,202
aquifer_e,Wahiawa_Well_#4(New_no._2),-158.017,21.483,Ca,9.7
aquifer_e,Wahiawa_Wells_Pump_3,-158.017,21.483,SiO2,53
aquifer_e,Wahiawa_Wells_Pump_3,-158.017,21.483,Cl,20
aquifer_e,Wahiawa_Wells_Pump_3,-158.017,21.483,Mg,7.8
aquifer_e,Wahiawa_Wells_Pump_3,-158.017,21.483,Na,15
aquifer_e,Wahiawa_Wells_Pump_3,-158.017,21.483,K,1.5
aquifer_e,Wahiawa_Wells_Pump_3,-158.017,21.483,SO4,6.5
aquifer_e,Wahiawa_Wells_Pump_3,-158.017,21.483,HCO3,61
aquifer_e,Wahiawa_Wells_Pump_3,-158.017,21.483,dissolved_solids,181
aquifer_e,Wahiawa_Wells_Pump_3,-158.017,21.483,Ca,9.6
aquifer_f,KEOPU_PUU_HONIU,-155.952,19.65,SiO2,54
